time,temperature,optimal_temperature
2019-01-06 03:59:59,0.3,21.599999999999994
2019-01-06 04:59:59,0.2,21.499999999999993
2019-01-06 05:59:59,-0.8,21.39999999999999
2019-01-06 06:59:59,-1.0,21.29999999999999
2019-01-06 07:59:59,-1.7,21.29999999999999
2019-01-06 08:59:59,-1.4,21.099999999999987
2019-01-06 09:59:59,1.8,20.69999999999998
2019-01-06 10:59:59,4.2,20.199999999999974
2019-01-06 11:59:59,5.7,19.699999999999967
2019-01-06 12:59:59,7.9,18.39999999999995
2019-01-06 13:59:59,10.4,11.99999999999993
2019-01-06 14:59:59,12.5,11.99999999999993
2019-01-06 15:59:59,12.8,11.99999999999993
2019-01-06 16:59:59,13.0,11.99999999999993
2019-01-06 17:59:59,11.9,11.99999999999993
2019-01-06 18:59:59,10.8,11.99999999999993
2019-01-06 19:59:59,9.4,14.399999999999922
2019-01-06 20:59:59,8.2,16.99999999999993
2019-01-06 21:59:59,7.3,17.79999999999994
2019-01-06 22:59:59,6.4,18.39999999999995
2019-01-06 23:59:59,6.7,17.999999999999943
2020-01-06 00:59:59,2.3,19.79999999999997
2020-01-06 01:59:59,1.5,19.89999999999997
2020-01-06 02:59:59,1.4,19.79999999999997
2020-01-06 03:59:59,1.1,19.699999999999967
2020-01-06 04:59:59,0.7,19.699999999999967
2020-01-06 05:59:59,0.9,19.499999999999964
2020-01-06 06:59:59,0.0,19.599999999999966
2020-01-06 07:59:59,-0.3,19.599999999999966
2020-01-06 08:59:59,0.4,19.19999999999996
2020-01-06 09:59:59,2.7,18.199999999999946
2020-01-06 10:59:59,4.1,16.99999999999993
2020-01-06 11:59:59,6.3,12.39999999999993
2020-01-06 12:59:59,8.2,11.99999999999993
2020-01-06 13:59:59,9.5,11.99999999999993
2020-01-06 14:59:59,8.7,11.99999999999993
2020-01-06 15:59:59,9.4,11.99999999999993
2020-01-06 16:59:59,9.8,11.99999999999993
2020-01-06 17:59:59,8.8,11.99999999999993
2020-01-06 18:59:59,7.6,11.99999999999993
2020-01-06 19:59:59,6.8,11.99999999999993
2020-01-06 20:59:59,6.2,11.99999999999993
2020-01-06 21:59:59,5.7,11.99999999999993
2020-01-06 22:59:59,5.1,13.099999999999927
2020-01-06 23:59:59,4.3,14.699999999999921
2021-01-06 00:59:59,-1.9,18.899999999999956
2021-01-06 01:59:59,-3.1,19.09999999999996
2021-01-06 02:59:59,-3.2,18.999999999999957
2021-01-06 03:59:59,-3.7,18.999999999999957
2021-01-06 04:59:59,-4.1,18.999999999999957
2021-01-06 05:59:59,-4.6,18.999999999999957
2021-01-06 06:59:59,-4.8,18.899999999999956
2021-01-06 07:59:59,-4.3,18.699999999999953
2021-01-06 08:59:59,-4.3,18.49999999999995
2021-01-06 09:59:59,-2.4,17.69999999999994
2021-01-06 10:59:59,-2.1,17.399999999999935
2021-01-06 11:59:59,-0.4,16.099999999999916
2021-01-06 12:59:59,0.6,14.89999999999992
2021-01-06 13:59:59,2.3,11.99999999999993
2021-01-06 14:59:59,3.1,11.99999999999993
2021-01-06 15:59:59,3.3,11.99999999999993
2021-01-06 16:59:59,2.8,11.99999999999993
2021-01-06 17:59:59,2.3,11.99999999999993
2021-01-06 18:59:59,1.9,11.99999999999993
2021-01-06 19:59:59,1.4,11.99999999999993
2021-01-06 20:59:59,0.6,13.199999999999926
2021-01-06 21:59:59,-0.4,14.399999999999922
2021-01-06 22:59:59,-0.9,14.79999999999992
2021-01-06 23:59:59,-1.4,15.09999999999992
2019-01-07 00:59:59,5.6,21.9
2019-01-07 01:59:59,5.3,21.799999999999997
2019-01-07 02:59:59,5.0,21.699999999999996
2019-01-07 03:59:59,4.4,21.599999999999994
2019-01-07 04:59:59,4.3,21.499999999999993
2019-01-07 05:59:59,3.5,21.499999999999993
2019-01-07 06:59:59,2.4,21.39999999999999
2019-01-07 07:59:59,2.3,21.29999999999999
2019-01-07 08:59:59,3.0,21.19999999999999
2019-01-07 09:59:59,3.6,20.999999999999986
2019-01-07 10:59:59,7.2,20.199999999999974
2019-01-07 11:59:59,6.8,20.199999999999974
2019-01-07 12:59:59,11.1,16.799999999999926
2019-01-07 13:59:59,10.2,18.099999999999945
2019-01-07 14:59:59,11.5,11.99999999999993
2019-01-07 15:59:59,12.7,11.99999999999993
2019-01-07 16:59:59,13.3,11.99999999999993
2019-01-07 17:59:59,12.0,11.99999999999993
2019-01-07 18:59:59,10.4,16.699999999999925
2019-01-07 19:59:59,9.3,18.099999999999945
2019-01-07 20:59:59,8.4,18.699999999999953
2019-01-07 21:59:59,6.9,19.399999999999963
2019-01-07 22:59:59,5.7,19.699999999999967
2019-01-07 23:59:59,4.5,19.89999999999997
2020-01-07 00:59:59,3.1,20.199999999999974
2020-01-07 01:59:59,2.4,20.199999999999974
2020-01-07 02:59:59,1.4,20.299999999999976
2020-01-07 03:59:59,1.2,20.199999999999974
2020-01-07 04:59:59,1.1,20.099999999999973
2020-01-07 05:59:59,0.7,19.99999999999997
2020-01-07 06:59:59,0.5,19.89999999999997
2020-01-07 07:59:59,-0.1,19.89999999999997
2020-01-07 08:59:59,0.2,19.79999999999997
2020-01-07 09:59:59,2.4,18.999999999999957
2020-01-07 10:59:59,5.0,17.299999999999933
2020-01-07 11:59:59,5.8,16.199999999999918
2020-01-07 12:59:59,8.2,11.99999999999993
2020-01-07 13:59:59,10.3,11.99999999999993
2020-01-07 14:59:59,10.1,11.99999999999993
2020-01-07 15:59:59,11.0,11.99999999999993
2020-01-07 16:59:59,10.7,11.99999999999993
2020-01-07 17:59:59,9.3,11.99999999999993
2020-01-07 18:59:59,7.6,11.99999999999993
2020-01-07 19:59:59,7.1,11.99999999999993
2020-01-07 20:59:59,6.8,11.99999999999993
2020-01-07 21:59:59,5.8,14.199999999999923
2020-01-07 22:59:59,5.1,15.299999999999919
2020-01-07 23:59:59,4.0,16.499999999999922
2021-01-07 00:59:59,-1.6,19.29999999999996
2021-01-07 01:59:59,-2.1,19.29999999999996
2021-01-07 02:59:59,-2.4,19.19999999999996
2021-01-07 03:59:59,-2.2,18.999999999999957
2021-01-07 04:59:59,-2.1,18.899999999999956
2021-01-07 05:59:59,-2.1,18.699999999999953
2021-01-07 06:59:59,-2.0,18.59999999999995
2021-01-07 07:59:59,-2.2,18.49999999999995
2021-01-07 08:59:59,-2.1,18.299999999999947
2021-01-07 09:59:59,-2.0,18.199999999999946
2021-01-07 10:59:59,-1.6,17.79999999999994
2021-01-07 11:59:59,-2.4,17.999999999999943
2021-01-07 12:59:59,-2.5,17.89999999999994
2021-01-07 13:59:59,-2.9,17.999999999999943
2021-01-07 14:59:59,-2.9,17.79999999999994
2021-01-07 15:59:59,-2.7,17.599999999999937
2021-01-07 16:59:59,-2.8,17.499999999999936
2021-01-07 17:59:59,-3.0,17.399999999999935
2021-01-07 18:59:59,-2.5,16.99999999999993
2021-01-07 19:59:59,-2.1,16.599999999999923
2021-01-07 20:59:59,-2.5,16.699999999999925
2021-01-07 21:59:59,-3.2,16.99999999999993
2021-01-07 22:59:59,-3.4,16.899999999999928
2021-01-07 23:59:59,-3.7,16.899999999999928
2019-01-08 00:59:59,4.0,21.9
2019-01-08 01:59:59,3.3,21.799999999999997
2019-01-08 02:59:59,2.5,21.699999999999996
2019-01-08 03:59:59,2.5,21.599999999999994
2019-01-08 04:59:59,2.9,21.499999999999993
2019-01-08 05:59:59,2.0,21.39999999999999
2019-01-08 06:59:59,0.8,21.39999999999999
2019-01-08 07:59:59,-0.4,21.29999999999999
2019-01-08 08:59:59,-0.3,21.19999999999999
2019-01-08 09:59:59,1.7,20.999999999999986
2019-01-08 10:59:59,4.1,20.49999999999998
2019-01-08 11:59:59,5.8,19.99999999999997
2019-01-08 12:59:59,7.8,19.09999999999996
2019-01-08 13:59:59,10.2,15.899999999999917
2019-01-08 14:59:59,12.8,11.99999999999993
2019-01-08 15:59:59,13.1,11.99999999999993
2019-01-08 16:59:59,12.3,11.99999999999993
2019-01-08 17:59:59,10.8,11.99999999999993
2019-01-08 18:59:59,9.2,16.99999999999993
2019-01-08 19:59:59,8.6,17.599999999999937
2019-01-08 20:59:59,7.9,18.099999999999945
2019-01-08 21:59:59,7.0,18.59999999999995
2019-01-08 22:59:59,7.2,18.299999999999947
2019-01-08 23:59:59,6.7,18.49999999999995
2020-01-08 00:59:59,2.6,19.89999999999997
2020-01-08 01:59:59,2.2,19.89999999999997
2020-01-08 02:59:59,2.2,19.79999999999997
2020-01-08 03:59:59,1.7,19.79999999999997
2020-01-08 04:59:59,1.6,19.699999999999967
2020-01-08 05:59:59,1.0,19.699999999999967
2020-01-08 06:59:59,0.6,19.699999999999967
2020-01-08 07:59:59,1.4,19.29999999999996
2020-01-08 08:59:59,1.2,19.29999999999996
2020-01-08 09:59:59,3.1,18.39999999999995
2020-01-08 10:59:59,5.6,16.099999999999916
2020-01-08 11:59:59,6.6,13.399999999999926
2020-01-08 12:59:59,8.9,11.99999999999993
2020-01-08 13:59:59,11.6,11.99999999999993
2020-01-08 14:59:59,11.6,11.99999999999993
2020-01-08 15:59:59,13.1,11.99999999999993
2020-01-08 16:59:59,12.2,11.99999999999993
2020-01-08 17:59:59,11.5,11.99999999999993
2020-01-08 18:59:59,9.9,11.99999999999993
2020-01-08 19:59:59,9.2,11.99999999999993
2020-01-08 20:59:59,8.7,11.99999999999993
2020-01-08 21:59:59,8.9,11.99999999999993
2020-01-08 22:59:59,8.1,11.99999999999993
2020-01-08 23:59:59,7.0,11.99999999999993
2021-01-08 00:59:59,-4.0,19.79999999999997
2021-01-08 01:59:59,-4.3,19.699999999999967
